臺灣 Taiwan,#genre#
Paramount Network,https://smart.ykq001.cloud/Smart.php?id=Paramountnetwork
Rock Actions,https://smart.ykq001.cloud/Smart.php?id=Rockaction
Rock Entertainment,https://smart.ykq001.cloud/Smart.php?id=Rockentertain
SCM,https://smart.ykq001.cloud/Smart.php?id=Weishimovie
Sony Pix HD,https://smart.ykq001.cloud/Smart.php?id=sonypix_mega
Star Movies HD,https://smart.ykq001.cloud/Smart.php?id=starmovies_raj
Thrill,https://smart.ykq001.cloud/Smart.php?id=Thrill
Warner TV,https://smart.ykq001.cloud/Smart.php?id=WarnerTV
tvN Movie,https://smart.ykq001.cloud/Smart.php?id=Tvnmovie
大愛2台,https://smart.ykq001.cloud/Smart.php?id=catchplay_twn
龍華電影,https://smart.ykq001.cloud/Smart.php?id=xingwei_movie
東森洋片,https://smart.ykq001.cloud/Smart.php?id=ettvwestern
東森電影,https://smart.ykq001.cloud/Smart.php?id=ettvmovie
美亞電影,https://smart.ykq001.cloud/Smart.php?id=meiyamovie_twn
龍華洋片,https://smart.ykq001.cloud/Smart.php?id=lunghuawestern_twn
龍祥时代,https://smart.ykq001.cloud/Smart.php?id=lungxiangtime_twn
紀錄 Documentary,#genre#
AFC 亞洲旅遊台,https://smart.ykq001.cloud/Smart.php?id=asiatravel_twn
Animal Planet (Eng),https://smart.ykq001.cloud/Smart.php?id=AnimalPlanet
Animal_Planet,https://smart.ykq001.cloud/Smart.php?id=animalplanet_twn
Asia Travel,https://smart.ykq001.cloud/Smart.php?id=asiatravel_twn
BBC Earth HD,https://smart.ykq001.cloud/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,https://smart.ykq001.cloud/Smart.php?id=bbclifestyle_twn
CI,https://smart.ykq001.cloud/Smart.php?id=ci_twn
Discovery Asia,https://smart.ykq001.cloud/Smart.php?id=discoverytwn_twn
Discovery HD,https://smart.ykq001.cloud/Smart.php?id=discoveryhd_twn
Fashion TV,https://smart.ykq001.cloud/Smart.php?id=fashiontv_twn
Foodnetwork Hd,https://smart.ykq001.cloud/Smart.php?id=Foodnetwork_mega
HGTV,https://smart.ykq001.cloud/Smart.php?id=HGTV
History,https://smart.ykq001.cloud/Smart.php?id=History
MTV Live,https://smart.ykq001.cloud/Smart.php?id=mtvhd_twn
NatGeo HD,https://smart.ykq001.cloud/Smart.php?id=Natgeo
NatGeo Wild HD,https://smart.ykq001.cloud/Smart.php?id=Natgeowild
NatGeo_Wild HD,https://smart.ykq001.cloud/Smart.php?id=natgeowild_twn
Natgeo_HD,https://smart.ykq001.cloud/Smart.php?id=natgeohd_twn
TLC,https://smart.ykq001.cloud/Smart.php?id=Tlc
TLC Asia,https://smart.ykq001.cloud/Smart.php?id=tlc_twn
亞洲美食,https://smart.ykq001.cloud/Smart.php?id=afc_twn
美食星球,https://smart.ykq001.cloud/Smart.php?id=foodplanet_twn
新聞 News,#genre#
ABC News,https://smart.ykq001.cloud/Smart.php?id=abcnews_glo
Al-Jazeera,https://smart.ykq001.cloud/Smart.php?id=aljazeera_twn
BBC World News,https://smart.ykq001.cloud/Smart.php?id=Bbcnews
BBC World News,https://smart.ykq001.cloud/Smart.php?id=bbcnews_twn
Bloomberg News,https://smart.ykq001.cloud/Smart.php?id=bloomberg_twn
CBS HD,https://smart.ykq001.cloud/Smart.php?id=cbshd_glo
CBSN HD,https://smart.ykq001.cloud/Smart.php?id=cbsn_glo
CGTN,https://smart.ykq001.cloud/Smart.php?id=CGTN
CNA,https://smart.ykq001.cloud/Smart.php?id=cna
CNBC,https://smart.ykq001.cloud/Smart.php?id=cnbc_twn
CNN International,https://smart.ykq001.cloud/Smart.php?id=Cnn
CNN(備用),https://smart.ykq001.cloud/Smart.php?id=cnn_twn
DW (Deutsch),https://smart.ykq001.cloud/Smart.php?id=dw_twn
Fox News,https://smart.ykq001.cloud/Smart.php?id=foxnews_twn
France 24,https://smart.ykq001.cloud/Smart.php?id=france24_twn
NHK World,https://smart.ykq001.cloud/Smart.php?id=nhkworld_japan
Skynews,https://smart.ykq001.cloud/Smart.php?id=skynews_antik
東森財經新聞,https://smart.ykq001.cloud/Smart.php?id=ettvcaijing_twn
兒童 Kids,#genre#
Animax,https://smart.ykq001.cloud/Smart.php?id=Animax
Baby TV Eng,https://smart.ykq001.cloud/Smart.php?id=Babytv
Baby TV,https://smart.ykq001.cloud/Smart.php?id=babytv_twn
Boomerang Taiwan,https://smart.ykq001.cloud/Smart.php?id=boomerang_twn
Boomerang,https://smart.ykq001.cloud/Smart.php?id=Boomerang
CBeebies,https://smart.ykq001.cloud/Smart.php?id=Cbeebies
Cartoon Network,https://smart.ykq001.cloud/Smart.php?id=Cn
Disney Taiwan,https://smart.ykq001.cloud/Smart.php?id=disneytwn_twn
Kids TV,https://smart.ykq001.cloud/Smart.php?id=KidsTV
MiaoMi,https://smart.ykq001.cloud/Smart.php?id=MiaoMi
Momo TV,https://smart.ykq001.cloud/Smart.php?id=momo1_twn
Nick Jr,https://smart.ykq001.cloud/Smart.php?id=Nickjr
Nickelodeon,https://smart.ykq001.cloud/Smart.php?id=Nickelodeon
東森幼幼 Yoyo TV,https://smart.ykq001.cloud/Smart.php?id=yoyo_twn
靖天卡通台,https://smart.ykq001.cloud/Smart.php?id=jingtiancartoon_twn
泰國 Thailand,#genre#
Amarin,https://smart.ykq001.cloud/Smart.php?id=amarin_pat
Ch 8,https://smart.ykq001.cloud/Smart.php?id=ch8_pat
Channel 3 Thailand,https://smart.ykq001.cloud/Smart.php?id=ch3_pat
Channel 5 Thailand,https://smart.ykq001.cloud/Smart.php?id=ch5_pat
Channel 7 Thailand,https://smart.ykq001.cloud/Smart.php?id=ch7_pat
Gmm Channel,https://smart.ykq001.cloud/Smart.php?id=gmmchannel_pat
GmmOne,https://smart.ykq001.cloud/Smart.php?id=gmmone_pat
MCOT HD Thailand-1,https://smart.ykq001.cloud/Smart.php?id=mcot_pat
Mono,https://smart.ykq001.cloud/Smart.php?id=mono_pat
Nation,https://smart.ykq001.cloud/Smart.php?id=nation_pat
Nbt,https://smart.ykq001.cloud/Smart.php?id=nbt_pat
New,https://smart.ykq001.cloud/Smart.php?id=new_pat
PPTV Thailand1,https://smart.ykq001.cloud/Smart.php?id=pptv_pat
TPTV,https://smart.ykq001.cloud/Smart.php?id=tptv_pat
Thai Thai,https://smart.ykq001.cloud/Smart.php?id=thaithai_pat
Thairath,https://smart.ykq001.cloud/Smart.php?id=thairath_pat
Tnn24,https://smart.ykq001.cloud/Smart.php?id=tnn24_pat
Workpoint,https://smart.ykq001.cloud/Smart.php?id=workpoint_pat
tpbs,https://smart.ykq001.cloud/Smart.php?id=tpbs_pat
英國 United Kingdom,#genre#
Al-Jazeera,https://smart.ykq001.cloud/Smart.php?id=aljazeera_twn
Animal Planet (Eng),https://smart.ykq001.cloud/Smart.php?id=AnimalPlanet
Axn HD,https://smart.ykq001.cloud/Smart.php?id=Axn
BBC 1,https://smart.ykq001.cloud/Smart.php?id=bbc1_antik
BBC 2,https://smart.ykq001.cloud/Smart.php?id=bbc2_antik
BBC Earth HD,https://smart.ykq001.cloud/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,https://smart.ykq001.cloud/Smart.php?id=bbclifestyle_twn
BBC World News,https://smart.ykq001.cloud/Smart.php?id=bbcworldnews_antik
Bloomberg News,https://smart.ykq001.cloud/Smart.php?id=bloomberg_twn
Boomerang,https://smart.ykq001.cloud/Smart.php?id=Boomerang
CBBC,https://smart.ykq001.cloud/Smart.php?id=cbbc_antik
CBeebies,https://smart.ykq001.cloud/Smart.php?id=Cbeebies
CGTN,https://smart.ykq001.cloud/Smart.php?id=CGTN
CNBC,https://smart.ykq001.cloud/Smart.php?id=cnbc_twn
Channel 4,https://smart.ykq001.cloud/Smart.php?id=channel4_antik
DW (Deutsch),https://smart.ykq001.cloud/Smart.php?id=dw_twn
Euronews,https://smart.ykq001.cloud/Smart.php?id=euronews_antik
France 24,https://smart.ykq001.cloud/Smart.php?id=france24_twn
Freesports,https://smart.ykq001.cloud/Smart.php?id=freesports_antik
HBO HD,https://smart.ykq001.cloud/Smart.php?id=Hbo
HGTV,https://smart.ykq001.cloud/Smart.php?id=HGTV
History,https://smart.ykq001.cloud/Smart.php?id=History
Hits Movie,https://smart.ykq001.cloud/Smart.php?id=Hitsmovie
Kids TV,https://smart.ykq001.cloud/Smart.php?id=KidsTV
MTV Live,https://smart.ykq001.cloud/Smart.php?id=mtvhd_twn
More4,https://smart.ykq001.cloud/Smart.php?id=more4_antik
NHK World,https://smart.ykq001.cloud/Smart.php?id=nhkworld_japan
NatGeo HD,https://smart.ykq001.cloud/Smart.php?id=Natgeo
NatGeo Wild HD,https://smart.ykq001.cloud/Smart.php?id=Natgeowild
Nick Jr,https://smart.ykq001.cloud/Smart.php?id=Nickjr
Nickelodeon,https://smart.ykq001.cloud/Smart.php?id=Nickelodeon
Pick TV,https://smart.ykq001.cloud/Smart.php?id=picktv_antik
Skynews,https://smart.ykq001.cloud/Smart.php?id=skynews_antik
Skysports Arena,https://smart.ykq001.cloud/Smart.php?id=tiankongarena
Skysports Cricket,https://smart.ykq001.cloud/Smart.php?id=tiankongcricket
Skysports EPL,https://smart.ykq001.cloud/Smart.php?id=tiankongepl
Skysports F1,https://smart.ykq001.cloud/Smart.php?id=tiankongf1
Skysports Football,https://smart.ykq001.cloud/Smart.php?id=tiankongfootball
Skysports Golf,https://smart.ykq001.cloud/Smart.php?id=tiankonggolf
Skysports Main Event,https://smart.ykq001.cloud/Smart.php?id=tiankongmain
Skysports News,https://smart.ykq001.cloud/Smart.php?id=tiankongnews
Star Movies HD,https://smart.ykq001.cloud/Smart.php?id=starmovies_raj
TLC,https://smart.ykq001.cloud/Smart.php?id=Tlc
Thrill,https://smart.ykq001.cloud/Smart.php?id=Thrill
Warner TV,https://smart.ykq001.cloud/Smart.php?id=WarnerTV
itv 1,https://smart.ykq001.cloud/Smart.php?id=itv1_antik
itv 2,https://smart.ykq001.cloud/Smart.php?id=itv2_antik
越南 Vietnam,#genre#
ANTV,https://smart.ykq001.cloud/Smart.php?id=viet_antv
BPTV 2,https://smart.ykq001.cloud/Smart.php?id=viet_bptv2
BRT HD,https://smart.ykq001.cloud/Smart.php?id=viet_brt
Ca Mau TV,https://smart.ykq001.cloud/Smart.php?id=viet_camautv
Danang TV1 HD,https://smart.ykq001.cloud/Smart.php?id=viet_danangtv1
Danang TV2 HD,https://smart.ykq001.cloud/Smart.php?id=viet_danangtv2
HBTV HD,https://smart.ykq001.cloud/Smart.php?id=viet_hbtv
HTV 7,https://smart.ykq001.cloud/Smart.php?id=viet_htv7
HTV 9,https://smart.ykq001.cloud/Smart.php?id=viet_htv9
PTTH 1,https://smart.ykq001.cloud/Smart.php?id=viet_ptth1
VTV 1,https://smart.ykq001.cloud/Smart.php?id=viet_vtv1
VTV 7,https://smart.ykq001.cloud/Smart.php?id=viet_vtv7
韓國 Korea,#genre#
All the Kpop,https://smart.ykq001.cloud/Smart.php?id=allthekpop_korea
Apps TV,https://smart.ykq001.cloud/Smart.php?id=appongoogle_korea
Arirang HD,https://smart.ykq001.cloud/Smart.php?id=arirang_korea
CBS,https://smart.ykq001.cloud/Smart.php?id=cbs_korea
CGNTV,https://smart.ykq001.cloud/Smart.php?id=cgntv_korea
EBS 1,https://smart.ykq001.cloud/Smart.php?id=ebs1_korea
EBS Kids,https://smart.ykq001.cloud/Smart.php?id=ebskids_korea
EBS Plus2,https://smart.ykq001.cloud/Smart.php?id=ebsplus2_korea
EBS2,https://smart.ykq001.cloud/Smart.php?id=ebs2_korea
J the Kpop,https://smart.ykq001.cloud/Smart.php?id=jthekpop_korea
KBS World 24,https://smart.ykq001.cloud/Smart.php?id=kbsworld24_korea
SBS Plus,https://smart.ykq001.cloud/Smart.php?id=sbsplus_korea
YTN DMB,https://smart.ykq001.cloud/Smart.php?id=ytndmb_korea
YTN Korean,https://smart.ykq001.cloud/Smart.php?id=ytnkorean_korea
YTN Science,https://smart.ykq001.cloud/Smart.php?id=ytnscience_korea
YTN,https://smart.ykq001.cloud/Smart.php?id=ytn_korea
Yonhap News,https://smart.ykq001.cloud/Smart.php?id=yonhapnews_korea
日本 Japan,#genre#
BS-TBS,https://smart.ykq001.cloud/Smart.php?id=bstbs_japan
BSジャパン 181,https://smart.ykq001.cloud/Smart.php?id=bs181_japan
BSフジ BS Fuji,https://smart.ykq001.cloud/Smart.php?id=bsfuji_japan
CNA Japan,https://smart.ykq001.cloud/Smart.php?id=cna_japan
JET 綜合,https://smart.ykq001.cloud/Smart.php?id=jettv_japan
NHK Oaska,https://smart.ykq001.cloud/Smart.php?id=nhkosaka_japan
NHK World,https://smart.ykq001.cloud/Smart.php?id=nhkworld_japan
NHK-E,https://smart.ykq001.cloud/Smart.php?id=nhke_japan
NHK-総合-2,https://smart.ykq001.cloud/Smart.php?id=nhkg_japan
NHKBS1,https://smart.ykq001.cloud/Smart.php?id=nhkbs1_japan
NHKBSプレミア Premium,https://smart.ykq001.cloud/Smart.php?id=nhkpremium_japan
TOKYOMX,https://smart.ykq001.cloud/Smart.php?id=tokyomx_japan
テレビ朝日 Asahi TV,https://smart.ykq001.cloud/Smart.php?id=asahitv_japan
テレビ東京 Tokyo TV,https://smart.ykq001.cloud/Smart.php?id=tokyotv_japan
